Song.name,Artist.name,Song_popularity,Artist_popularity,Duration,Bars_confidence,Bars_start,Beats_confidence,Beats_start,End_of_fade_in,Familiarity,Key,Key_confidence,Loudness,Mode,Mode_confidence,Start_of_fade_out,Tatums_confidence,Tatums_start,Tempo,Terms_freq,Time_signature,Time_signature_confidence,Genre
Inner Chamber,Aeoliah,0.521659,0.393457,237.19138,0.058,0.27457,0.383,0.27457,0.275,0.705492,1,0.658,-5.129,0,0.462,233.529,0.383,0.27457,164.041,1,4,0.919,hip-hop
Temple Bells,Aeoliah,0.40032,0.297949,350.71955,0.018,0.57605,0.815,0.15761,0.519,0.352213,10,0.881,-13.038,1,0.901,334.17,0.477,0.15761,152.013,1,4,1,folk
The Passion (Regular),Aeoliah,0.342908,0.319967,162.61179,0.718,0.58517,0.718,0.58517,0.153,0.4684,9,0.497,-6.419,1,0.341,152.317,0,0.30542,107.741,1,1,0,pop
We Are One Light,Aeoliah,0.361921,0.288732,548.38812,0.189,0.89464,0.045,0.50449,2.554,0.322207,0,0.651,-24.568,0,0.866,499.821,0.045,0.50449,156.27,1,4,0.729,folk
Angel,Aerosmith,0.342908,0.349314,395.28444,0.004,0.66542,0.991,0.19439,0,0.579397,6,0.288,-5.299,1,0.437,392.522,0.726,0.19439,127.981,0.956322,4,0,bass
Crazy,Aerosmith,0.40032,0.299393,161.61914,0.107,2.16003,0.684,0.32449,0,0.432075,11,0.332,-11.879,0,0.436,154.924,0.965,0.12067,102.637,0.919071,5,1,rock
Crazy,Aerosmith,0.664542,0.364164,225.59302,0.009,0.99845,0.769,0.4979,0.288,0.628291,10,0.252,-4.456,0,0.261,216.938,0.621,0.24204,120.07,0.938235,4,0.033,rock
Cryin',Aerosmith,0.40032,0.378656,413.54404,0.082,0.83254,0.435,0.33268,0.275,0.513632,9,0.77,-10.216,0,0.628,400.347,0.41,0.08583,122.691,1,4,1,blues
Janie's Got A Gun,Aerosmith,0.443291,0.446733,290.11546,0.029,0.31845,0.612,0.31845,0.083,0.685503,0,0.666,-96.92803,-12.798,1,0.67,272.341,0.486,0.14012,167.772,0.975207,4,rock
Livin' On The Edge,Aerosmith,0.342908,0.491469,11.59791,0,0,0.614,0.77759,0,0.756064,0,0.114,-118.24532,-19.461,1,0.357,11.598,0,0.127,38.233,1,4,rap
Lord Of The Thighs,Aerosmith,0.334707,0.369103,212.63628,0.811,0.2025,0.811,0.2025,0.147,0.575647,6,0,-2.71939,-12.617,0,0.312,205.357,0.803,0.2025,87.669,0.990477,1,blues
Milkcow Blues,Aerosmith,0.419126,0.352895,243.98322,0.177,1.49958,1,0.29692,0.245,0.514968,4,1,-4.296,1,0.858,235.683,1,0.29692,100.046,0.909976,4,0.991,pop
On The Road Again,Aerosmith,0.342908,0.292648,226.76853,0.41,0.93985,0.776,0.42254,0,0.495557,2,0.027,-24.802,1,0.4,223.707,0.17,0.42254,118.311,0.838508,3,1,hip-hop
Reefer Head Woman,Aerosmith,0.613235,0.466947,107.98975,0.7,0.19746,0.7,0.19746,0,0.7263,7,0.873,-74.00712,-17.624,1,0.778,100.153,0.92,0.19746,150.314,1,1,pop
Same Old Song And Dance,Aerosmith,0.40032,0.419164,238.10567,0.686,2.24047,0.705,0.64954,6.31,0.653397,9,0.213,-10.133,0,0.486,230.882,0.138,0.25908,77.885,1,4,0.575,rock
What It Takes,Aerosmith,0.40032,0.405597,250.38322,0.032,3.78335,0.47,3.24178,9.921,0.048853,7,0.887,-10.753,1,0.773,239.067,0.036,3.24178,110,1,4,0.712,country
Coma,Aesop Rock,0.674165,0.582346,225.12281,0.314,0.29534,0.314,0.29534,0.17,0.851351,7,0.725,-63.933358,-7.315,1,0.688,219.655,0.366,0.14272,200.716,1,1,pop
Flashflood,Aesop Rock,0.265214,0.353156,191.63383,0.056,2.32412,0.684,0.80855,0.661,0.485921,7,0.383,-80.23742,-5.648,1,0.416,186.41,0.353,0.65684,78.843,1,7,blues
Limelighters (feat. Camp Lo) / Flunkadelic Interlude,Aesop Rock,0.342908,0.080167,261.51138,0.099,0.78146,0.942,0.10352,0,0.351182,10,0.237,-7.64,0,0,247.525,1,0.10352,88.973,1,4,1,hip-hop
N.Y. Electric / Hunter Interlude,Aesop Rock,0.582918,0.467565,301.13914,0.132,1.8477,0.392,0.71976,0,0.719492,10,0.605,-63.933358,-7.401,1,0.578,291.91,0,0.43833,116.01,0.999779,3,rock
No City - Instrumental,Aesop Rock,0.40032,0.545866,388.51873,0.378,0.55689,0.378,0.55689,0.195,0.748321,9,0.392,-5.68,0,0.369,382.235,0.197,0.27417,106.438,1,1,0.509,folk
Train Buffer,Aesop Rock,0.375984,0.36316,200.33261,0.03,0.60913,0.973,0.18679,0.345,0.630347,2,0.495,-118.94151,-4.522,1,0.472,187.699,0.303,0.18679,141.741,1,4,punk
Affliction,AFI,0.342908,0.452381,135.99302,0.33,1.36343,0,0.30881,0,0.749712,7,0.672,-63.933358,-15.086,1,0.672,131.053,0.621,0.04266,111.716,1,3,blues
Darling_ I Want To Destroy You,AFI,0.450762,0.542175,223.4771,0.027,1.15367,0.573,0.55244,0.069,0.772293,9,0.45,-63.933358,-6.658,1,0.392,220.148,0.803,0.1037,99.994,1,4,blues
Summer Shudder,AFI,0.342908,0.375362,281.33832,0.142,0.82721,0.147,0.82721,0,0.545867,6,0.802,40.8079,-73.9454,-8.762,1,0.655,274.466,0.673,0.2885,83.856,1,hip-hop
Too Shy To Scream,AFI,0.40032,0.308144,197.90322,0.398,0.87176,0.398,0.87176,2.606,0.56582,0,0.901,-9.241,1,0.605,188.714,0.165,0.32402,85.515,1,1,0,rock
Lindas Africanas,Africando,0.40032,0.398373,152.37179,0.395,0.45811,0.395,0.45811,0,0.475722,0,0.906,-16.709,1,0.781,138.501,0.376,0.17195,98.508,0.992793,1,0,hip-hop
Mopao,Africando All Stars,0.542877,0.37306,188.94322,0.009,0.29811,0.985,0.29811,0.241,0.609294,4,0.438,-9.224,0,0.313,180.303,0.838,0.06925,134.552,1,4,0.359,classical
Gief Konjunkturpaket VI,Afrob feat. Sarah,0.342908,0.2701,129.77587,0.018,0.21633,0.876,0.21633,0.428,0.325219,1,0.245,-15.788,0,0.407,124.093,0.389,0.21633,108.333,1,4,0.74,classical
Mother's Day Part 1,AFS,0.342908,0.365747,117.02812,0.542,0.19179,0.542,0.19179,0,0.504219,11,0.715,-14.43,1,0.654,113.818,0.504,0.19179,120.988,1,1,0,folk
Get it Right,A-FS,0.342908,0.405597,108.2771,0.299,0.84262,0.214,0.07377,0.264,0.536656,0,0.647,-6.929,1,0.587,102.951,0.214,0.07377,160.267,0.864452,3,0.858,blues
Dayz Of Our Livez,Agency 1.9.9.4,0.521659,0.46527,146.88608,1,0.91432,1,0.91432,0.532,0.674238,11,0.509,-13.615,0,0.34,138.826,0.373,0.68494,135.033,1,1,0,pop
Everyday Struggle (Bonus),Agency 1.9.9.4,0.618904,0.377828,136.98567,0.055,0.61935,0.338,0.2307,0,0.614888,6,0.493,-5.654,0,0.523,130.525,0.622,0.03638,154.211,1,3,0.858,rock
The Prayer - Feat. T.O. & Timberly K. Simmons,Agency 1.9.9.4,0.29932,0.170593,209.94567,0.06,1.20033,0.784,0.59882,2.235,0.051241,3,0.902,-8.318,0,0.67,204.481,0.318,0.1359,99.98,1,4,0.687,classical
I Need You Now,Agnes,0.21508,0.319183,201.92608,0.113,0.81693,0,0.0297,0,0.339444,1,0.645,-9.917,1,0.54,194.223,0.985,0.0297,150.024,1,4,0.13,rock
Non Conformist Acclaimed,Agnes,0.334707,0.349001,298.91873,0.035,1.74301,0.54,1.14166,0.618,0.545348,2,0.59,-90.5651,-14.476,1,0.79,290.174,0.114,0.84098,94.1,0.993587,3,blues
Come Alive,Agnostic Front,0.342908,0.573555,294.3473,0.721,1.04573,0.88,0.51809,0,0.789018,1,0.866,-63.933358,-12.66,0,0.643,294.347,0.326,0.24461,119.121,1,4,rock
No One Hears You,Agnostic Front,0.342908,0.542395,209.34485,0.191,0.15235,0.943,0.15235,0.299,0.764003,2,0.205,-4.507,1,0.394,206.176,0.896,0.15235,122.488,0.998407,3,1,pop
Rock Star,Agnostic Front,0.342908,0.405597,251.6371,0.121,3.06741,0.197,0.3882,0,0.536656,1,0.162,-5.17,1,0.453,251.637,0.29,0.3882,89.311,0.864452,5,0.599,blues
Separate Ways,Agnostic Front,0.733956,0.492132,119.7971,0.011,0.64509,0.476,0.26548,0.228,0.67755,8,0.184,-63.933358,-5.261,1,0.342,112.205,0.195,0.07318,150.006,0.999823,4,rock
Sickness,Agnostic Front,0.457447,0.487203,198.5824,0.022,0.37299,0,0.37299,0.328,0.606011,9,0.588,-6.129,1,0.687,191.803,0.366,0.37299,143.986,0.932658,4,0.556,blues
Standing On My Own,Agnostic Front,0.40032,0.389314,456.64608,0.031,0.87329,0.58,0.20407,0.299,0.447009,1,0.044,-8.977,1,0.343,447.692,0.746,0.20407,91.417,0.877581,3,1,pop
Undertow,Agnostic Front,0.342908,0.420945,205.89669,0.341,1.15088,0.513,0.5854,0,0.590819,11,0.013,-74.00712,-4.493,0,0.315,200.94,1,0.30698,105.991,1,4,hip-hop
United Blood (Album Version),Agnostic Front,0.342908,0.322126,165.45914,0.194,2.47942,0,0.49952,2.699,0.458954,1,0,-75.16237,-15.555,1,0,156.16,0.254,0.16848,94.064,0.849943,7,blues
Com Una Flama,Ai Ai Ai,0.648733,0.473701,416.7571,0.766,0.90518,0.33,0.54043,0.258,0.772872,4,0.406,22.95775,-18.335,1,0.459,394.536,0.33,0.54043,162.441,1,4,rock
Black Market Hell,Aiden,0.342908,0.378443,154.122,0.018,1.01265,0.994,0.15349,2.043,0.510011,2,0.496,-17.548,1,0.358,145.032,0,0.15349,131.615,1,4,0.469,soundtrack
Die Romantic [Live],Aiden,0.984347,0.779968,248.05832,0.943,0.83506,1,0.17866,0.096,0.847452,10,0.892,49.26044,-123.11403,-4.157,0,0.747,233.941,0.263,0.17866,89.958,0.999908,rock
Killing Machine,Aiden,0.342908,0.293827,139.78077,0.055,0.96386,0,0.35644,0,0.482805,7,0.648,-11.34,1,0.574,131.582,0.612,0.35644,100.229,1,3,0.498,classical
She Will Love You (Album Version),Aiden,0.352232,0.273366,431.93424,0.099,0.48386,0.759,0.05925,0,0.427987,7,0.211,-6.451,0,0.131,419.178,0.547,0.05925,134.046,1,4,1,pop
Teenage Queen (Album Version),Aiden,0.571729,0.670106,253.1522,0.011,0.71697,0.793,0.32147,0.241,0.882112,11,0.246,-63.933358,-9.031,1,0.416,235.595,0.725,0.1276,154.434,1,4,country
We Sleep Forever [Live],Aiden,0.342908,0.257515,446.24934,0.082,2.04545,0.854,0.72983,0.247,0.380906,10,0,4.22417,-20.226,1,0.185,436.645,0.24,0.38858,92.341,0.833543,3,rock
Tango Andorra,Aimable,0.342908,0.562881,258.16771,0.037,0.89779,0.663,0.36944,0.589,0.78512,11,0.528,-63.933358,-3.282,0,0.619,253.376,0.526,0.10361,113.957,1,3,rock
Hala_ Tumba And Timbal,Airto Moreira,0.693478,0.544258,184.2673,0.733,0.62759,0.733,0.62759,0.061,0.733799,6,0.205,-96.7954,-10.72,1,0.309,180.251,0.529,0.32544,98.623,0.999792,1,blues
Beneath an Evening Sky,Aisha Duo,0.40032,0.325018,396.32934,0.72,1.18657,0.481,0.5883,0,0.438213,7,0.341,50.44801,-104.59518,-19.697,0,0.376,378.009,0.172,0.5883,100.89,1,blues
Sea_ Subsurface,Aisha Duo,0.585453,0.434346,208.50893,0.011,1.80871,0.463,0.61709,0.137,0.692656,0,0.002,-8.28,1,0.336,201.12,0.3,0.16938,100.002,0.992621,4,1,pop
Ai Jo,AI-TIEM,0.40032,0.370963,199.75791,0.074,0.49639,0.954,0.13753,0.276,0.62294,1,0,-8.141,0,0.248,192.644,0.546,0.13753,165.469,0.981879,4,0.462,pop
All das mag ich,AI-TIEM,0.342908,0.360629,280.55465,0.008,1.19041,0.835,0.64136,0,0.483279,4,0.299,-9.801,1,0.4,274.901,0.573,0.36194,110.007,1,4,1,pop
Auf die Fresse_ fertig_ los,AI-TIEM,0.699474,0.496508,133.45914,0.18,0.84765,0.922,0.44147,0.201,0.74104,2,0.485,-90.04892,-6.097,0,0.448,124.035,0.638,0.23373,144.717,1,4,pop
Kleina Wixa,AI-TIEM,0.30417,0.458936,144.61342,0.227,1.33761,0.503,0.41023,0.345,0.622999,7,0.079,-63.933358,-8.597,1,0.461,137.567,0.507,0.41023,125.261,0.945723,4,blues
Zeit fA1/4r Streit,AI-TIEM,0.40032,0.334252,280.65914,0.616,0.62427,0.982,0.16098,0.264,0.461741,0,0.566,-7.437,1,0.596,272.887,0.629,0.16098,132.558,0.994701,4,0.893,blues
Le Vivre Pour Le Croire,Akissa,0.417314,0.348165,223.29424,0.114,0.72072,0.605,0.34004,2.473,0.497655,1,0.035,-6.87,0,0.32,220.642,0.605,0.15349,157.897,0.988053,4,0.284,rap
Don't Matter,Akon,0.342908,0.364587,171.31057,0.856,0.13288,0.856,0.13288,0.09,0.473624,8,0.56,-23.538,1,0.429,163.294,0.572,0.13288,70.49,0.90204,1,0,blues
Gun Shot,Akon,0.537504,0.361879,117.08036,0.399,0.69956,0,0.05744,0,0.739436,2,0.308,-2.191,1,0.453,112.948,0.427,0.05744,189.987,0.869093,4,0.622,rock
Lonely,Akon,0.40032,0.35241,239.41179,0.111,1.24141,0.921,0.4074,0.374,0.565452,10,0.257,-7.556,1,0.368,232.983,0.93,0.20007,142.367,1,3,0.36,rock
Over The Edge,Akon,0.342908,0.385471,183.19628,0.007,0.82432,0.684,0.32439,2.096,0.535293,11,0.799,-4.881,1,0.72,170.388,0.516,0.07318,119.983,1,4,0.33,classical
Belly Dancer (Bananza) Remix ft. Kardinal Offishall,Akon / Kardinal Offishall,0.342908,0.553394,324.80608,0.009,1.22309,0.241,0.6113,0.096,0.834564,2,0.046,-63.933358,-7.588,1,0.392,314.921,0.381,0.14962,100.146,0.952425,4,pop
Country Girl,Al De Lory,0.40032,0.477225,196.30975,0.157,0.56002,0.818,0.56002,0.264,0.736992,10,0.051,-86.77836,-14.441,0,0.194,191.907,0.717,0.29651,112.681,0.976996,4,pop
Love Is Taking Hold,Al Denson,0.342908,0.312044,144.06485,0.009,0.5015,0.834,0.5015,0,0.445859,5,0.452,-23.045,1,0.464,136.673,0,0.18794,95.469,1,4,0.448,classical
Rain Love,Al Denson,0.342908,0.607257,211.01669,0.055,1.59762,1,0.31666,0.282,0.947328,11,0.479,34.05349,-118.24532,-5.205,1,0.549,207.865,1,0.31666,95.066,1,pop
The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,Al Denson,0.342908,0.451219,207.56853,0.115,0.75081,0.071,0.39968,0,0.640757,9,0.326,-11.622,1,0.481,207.569,0.179,0.22455,171.648,1,4,0.437,rock
I'll Wait for You Dear,Al Dexter,0.342908,0.183182,241.65832,0.045,0.86846,0.386,0.19699,0.061,0.391928,0,0.697,-9.124,0,0.765,234.115,0.108,0.19699,93.292,0.999613,3,0.322,rock
Bianca's Midnight Lullaby,Al Di Meola,0.40032,0.405597,564.29669,0.672,0.07177,0.672,0.07177,2.171,0.164853,11,0.139,-28.416,0,0.329,555.99,0.182,0.07177,90.582,1,1,0,classical
Calliope,Al Di Meola,0.342908,0.301247,226.21995,0.426,0.78404,0.73,0.39597,0.171,0.51274,4,0.274,-6.065,0,0.454,219.295,0.985,0.20193,155.036,0.951024,4,0.213,rock
Splendido Sundance,Al Di Meola,0.578756,0.735209,162.29832,0.489,0.8514,0,0.16079,2.206,0.817257,9,0.542,-63.933358,-10.06,1,0.52,156.415,0.227,0.16079,170.995,1,4,country
God Bird Change,Al DiMeola,0.515964,0.515325,231.94077,0.231,0.59467,0.151,0.22754,0,0.858271,4,0.091,-73.9454,-3.387,0,0.168,224.641,0.706,0.04816,161.739,0.999846,4,hip-hop
July,Al DiMeola,0.342908,0.32085,146.57261,0.05,1.4064,0.996,0.41589,0.386,0.391454,6,0.107,-7.828,0,0.323,141.897,1,0.16609,122.093,0.962662,4,0.844,blues
Dark Inside,Al Duvall,0.342908,0.405597,508.65587,0.18,0.83406,0.824,0.36578,0.104,0.606474,0,0.771,-18.495,1,0.567,495.496,0.959,0.13394,129.818,1,4,0,hip-hop
Chere Duloone,Al Rapone,0.40032,0.405597,259.73506,0.123,0.56863,0.123,0.56863,0.078,0.366303,7,0.547,-6.605,0,0.421,252.5,1,0.13345,92.215,1,1,1,blues
Finish the Job,Al Toomer,0.342908,0.32724,179.35628,0.129,2.92269,0.697,0.44878,0.171,0.424294,4,0.377,-90.19951,-26.246,0,0.412,173.325,0,0.13923,96.2,0.985507,7,blues
Indita Mia (Album Version),Alacranes Musical,0.342908,0.348215,164.15302,0.091,1.00762,0.716,0.38017,0,0.477947,0,0.031,-8.493,1,0.368,159.556,1,0.06645,95.991,0.96564,4,0.156,pop
La Segunda De Rosales (Album Version),Alacranes Musical,0.40032,0.312191,247.97995,0.428,1.85215,0.656,0.44341,0.15,0.450821,2,0.474,-74.154,-7.436,1,0.735,240.356,0.469,0.21434,87.373,0.975889,3,pop
Besame Mucho,Alain Morisod,0.342908,0.328723,508.60363,0.085,0.79185,0.554,0.32676,0,0.47486,1,0.736,-11.516,1,0.585,484.113,0.497,0.09363,130.07,1,4,0.496,bass
L'Amour en Heritage,Alain Morisod,0.342908,0.451579,281.49506,0.169,2.12596,0.514,0.72916,0.09,0.622005,11,0.278,-13.483,1,0.465,281.495,0,0.35681,94.335,0.999362,4,0.505,pop
J'veux Du Cuir (Live),Alain Souchon,0.30417,0.38629,206.78485,0.022,0.60718,1,0.20569,0.09,0.606976,1,0.01,-76.79731,-7.651,1,0.302,199.599,1,0.20569,152.91,0.94015,4,pop
Le Bagad De Lann Bihoue,Alain Souchon,0.342908,0.354354,187.92444,0.004,1.79505,0.892,0.4464,0.363,0.572622,9,0.859,-6.318,0,0.408,181.214,0.463,0.4464,89.881,0.982152,4,0.94,blues
L'Ardechoise Aux Cheveux Blanc,Alain Turban,0.63046,0.480812,222.01424,0.058,0.86629,0.959,0.25139,0.136,0.769968,1,1,-5.278,1,0.875,202.182,1,0.25139,99.124,1,4,0.104,country
"L'Homme au trapA""ze volant",Alain Turban,0.496175,0.458731,273.03138,0.291,1.15972,0.905,0.20206,0.165,0.657827,4,0.127,-6.116,0,0.156,265.41,0.905,0.20206,124.989,0.916231,4,0,rock
Santa Monica (Version Originale 1980),Alain Turban,0.342908,0.360345,370.99057,0.109,0.28208,0.045,0.28208,0,0.612859,7,0.423,-74.00712,-21.08,1,0.355,370.991,0.045,0.28208,114.407,0.994149,5,classical
En silence,Alain-FranASSois,0.342908,0.326816,225.98485,0.146,0.89609,0,0.89609,5.41,0.510577,11,0.473,-22.196,1,0.361,210.82,0.051,0.61596,107.368,0.840668,3,0.778,blues
Minuit sur terre,Alain-FranASSois,0.40032,0.41461,215.562,0.007,0.72618,1,0.048,0.345,0.536336,2,0,-7.633,1,0,208.504,1,0.048,86.205,0.999929,4,0.929,pop
Playa del sous-sol,Alain-FranASSois,0.342908,0.379651,109.71383,1,0.16163,1,0.16163,0.369,0.54075,4,0.851,-63.933358,-12.808,1,0.659,99.84,0.886,0.16163,108.974,0.98465,1,rock
The frog song,Alain-FranASSois,0.342908,0.547746,150.59546,0.42,0.55439,1,0.17774,0.316,0.778143,1,0.664,51.31476,-0.56623,-8.812,1,0.483,147.435,0.577,0.17774,159.849,0.900873,pop
Menuet in the Name of Haydn,Alan Feinberg,0.37253,0.306057,323.60444,0.233,1.93135,0.79,0.5958,0.56,0.472835,9,0.499,-9.663,1,0.405,315.077,0.828,0.26172,90.126,1,3,1,rock
Full House,Alan Silvestri,0.342908,0.389158,668.62975,0.863,0.54471,0.863,0.54471,0.142,0.663401,9,0.631,-90.645,-11.403,1,0.461,659.905,0.926,0.20663,86.702,0.952792,1,blues
Not Meant To Be Found,Alan Silvestri,0.40032,0.405597,253.59628,0.007,0.73012,0.836,0.28469,0,0.436338,0,0.69,-12.813,1,0.492,244.802,0.354,0.28469,139.992,1,4,0.26,country
The Joes Mobilize,Alan Silvestri,0.256866,0.381468,383.58159,0.007,0.7656,1,0.29277,0.271,0.153606,10,0.891,-5.378,0,0.704,376.163,1,0.05753,128.022,0.935336,4,0,pop
We're Out Of Gas,Alan Silvestri,0.5764,0.324894,177.26649,0.002,1.39817,0.95,0.37632,0.322,0.45225,4,0.689,-87.67525,-6.953,0,0.525,172.46,0.831,0.37632,122.152,0.967449,4,blues
Silencio De Aguas Profundas,Alas,0.342908,0.359706,209.29261,0.042,1.09513,0.997,0.25735,0,0.579089,11,0.627,-4.95,1,0.529,205.787,0.49,0.25735,142.956,0.963154,4,0.472,pop
Ghosts_ Second Variation,Albert Ayler,0.352232,0.399684,189.33506,0.983,0.69068,0,0.26322,0,0.48491,4,0.325,-5.729,1,0.271,177.859,0.461,0.26322,127.221,0.945713,4,0,blues
Music Is The Healing Force Of The Universe,Albert Ayler,0.342908,0.610731,318.61506,0.57,0.61207,0.512,0.08631,0.287,0.872537,6,0,-63.933358,-4.43,0,0.352,301.238,0.512,0.08631,232.709,0.898816,3,blues
Same Old Thing,Albert Collins,0.342908,0.438168,148.79302,0.948,0.29457,0.948,0.29457,0.238,0.610428,9,0.848,-118.24532,-8.601,1,0.581,138.791,0.732,0.12941,179.311,0.995192,1,rock
I'm Gonna Move To The Outskirts Of Town - Live,Albert King,0.342908,0.530322,213.4722,0.057,0.87013,1,0.30222,2.473,0.727031,10,0.565,-5.919,0,0.669,210.785,0.371,0.30222,104.986,0.968202,4,1,pop
Please Come Back To Me - Live,Albert King,0.40032,0.37218,137.69098,0.03,1.06785,0.922,0.53899,0.311,0.495067,7,0.201,-12.963,1,0.618,125.852,0.922,0.53899,121.218,1,4,0.89,blues
Watermelon Man,Albert King,0.342908,0.270409,193.72363,0.316,1.55586,0.931,0.19109,0,0.386116,3,0.183,-16.886,0,0.175,181.888,0.394,0.19109,89.093,0.814032,4,0.918,pop
Dede De Montmartre,Albert PrA(c)jean,0.342908,0.407365,254.58893,0.081,13.40389,0.409,0.5274,0,0.711784,10,0.371,-8.634,0,0.446,254.589,0.867,0.04419,86.612,0.939202,7,0.959,hip-hop
Une java,Albert PrA(c)jean,0.40032,0.232825,216.81587,0.095,0.93477,0,0.03549,2.432,0.598636,0,0.578,-110.94695,-5.737,1,0.534,206.187,0.825,0.03549,131.938,0.972874,4,rock
Distancia,Alberto Cortez,0.30417,0.438702,210.70322,0.111,0.26975,0.585,0.26975,0.363,0.624573,6,0.119,-3.103,0,0.212,210.703,0.787,0.09503,115.717,0.996944,5,0.713,rap
Guitarra Dimelo Tu,Alberto Cortez,0.342908,0.517342,298.89261,0.027,0.68791,1,0.68791,0.647,0.771492,0,0.618,3.89527,-6.375,1,0.713,287.277,1,0.68791,119.903,0.999829,4,country
BOOM!!!,Albin Myers,0.616922,0.509879,230.37342,0.016,0.14491,0,0.14491,1.216,0.731066,2,1,-63.933358,-12.283,1,0.92,212.143,0.316,0.14491,139.841,1,4,rock
Times Like These,Albin Myers,0.342908,0.389877,162.55955,0.059,1.32238,0.563,0.60582,0.351,0.57061,7,0.462,-5.837,0,0.462,156.201,0.517,0.12449,84.283,0.998933,4,0.196,folk
Cintura Fina,Alceu ValenASSa,0.427447,0.361588,153.36444,0.011,1.16135,1,0.16268,0.235,0.556751,4,0.247,-8.76,0,0.305,142.518,0,0.16268,120.051,0.942781,4,0.985,pop
Na Primeira ManhAPS,Alceu ValenASSa,0.40032,0.294162,241.65832,0.106,0.49392,0.605,0.03943,0.398,0.353712,7,0.693,-19.449,1,0.656,228.786,0,0.03943,134.254,1,4,0,bass
Sete Desejos,Alceu ValenASSa,0.342908,0.248756,274.80771,0.556,0.22525,0.577,0.22525,0.206,0.330945,1,0.681,-10.688,1,0.728,268.33,0,0.22525,91.919,1,3,0.643,bass
Sandpolskan,Ale MAPller,0.342908,0.443117,231.96689,0.249,0.60745,0,0.21873,2.432,0.535493,7,0.528,-6.051,1,0.642,225.408,0.822,0.21873,160.24,0.995902,4,0.887,pop
Campeones De La Vida,Alejandro Lerner,0.35874,0.395274,179.93098,0.119,5.34572,0.712,0.09627,0.351,0.605278,3,0.026,-93.8277,-14.84,1,0.433,171.741,0,0.09627,77.806,0.995359,7,blues
Canta Una CanciA3n De Amor,Alejandro Lerner,0.590891,0.667295,217.57342,0.4,0.85656,0.2,0.24608,0.175,0.818319,0,0.866,-63.933358,-10.786,1,0.769,207.314,0.2,0.24608,186.44,0.999541,3,rock
Nena NeurA3tica,Alejandro Lerner,0.342908,0.405597,380.81261,0.155,1.39642,0.351,0.46023,0.241,0.363476,0,0.574,-12.584,1,0.488,375.519,0.741,0.08467,64.033,0.978693,3,0.66,pop
No Hace Falta Que Lo Digas,Alejandro Lerner,0.342908,0.405597,196.17914,0.83,0.18424,0.83,0.18424,0.113,0.104187,2,0.405,-14.85,1,0.509,189.928,0.406,0.18424,97.79,1,1,0,blues
No Me Acuerdo,Alejandro Lerner,0.342908,0.718891,314.20036,0.346,1.29542,0.542,0.45043,0.322,0.839298,3,0.533,-63.933358,-5.567,1,0.591,307.891,0.24,0.45043,142.141,1,4,rock
Todo A PulmA3n,Alejandro Lerner,0.547953,0.365687,229.66812,0.042,0.31269,0.337,0.31269,0.098,0.547036,6,0.781,-9.349,1,0.571,219.852,0.969,0.13062,167.377,1,4,0.803,pop
Doesn't Matter Where You Are (Intocable),Aleks Syntek,0.40032,0.376514,191.63383,0.267,1.7104,0.864,0.79485,0,0.555765,0,0.143,-71.28109,-14.286,1,0.398,185.69,0.636,0.33785,65.852,1,4,pop
In My Arms (Live Auditorio Nacional 08),Aleks Syntek,0.582918,0.395053,282.04363,0.02,1.65801,0.576,0.15444,0,0.634496,0,0.359,-81.6558,-6.327,1,0.491,270.019,1,0.15444,79.935,0.96814,4,pop
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,0.342908,0.372315,198.73914,0.159,1.03815,0.995,0.07925,0.141,0.526127,7,0.015,-6.735,1,0.381,184.5,0.597,0.07925,125.008,0.875656,4,1,folk
Sexo_ Pudor Y LA!grimas (Drum & Bass Mix),Aleks Syntek,0.40032,0.138462,168.28036,0.013,1.92306,0.536,0.63946,0.392,0.257252,8,0.41,-8.079,1,0.593,160.885,0,0.31324,96.447,1,3,0.451,folk
Un Espacio Para Andar (2002 Digital Remaster),Aleks Syntek,0.342908,0.427015,208.79628,0.068,0.40383,0.673,0.40383,0.078,0.477963,7,0.363,-11.318,1,0.831,200.737,0.671,0.16301,124.193,0.810482,4,0.365,blues
Cumpagno 'e cella,Alex,0.342908,0.317401,327.67955,0.07,0.08173,1,0.08173,0.218,0.347679,11,0.25,-7.337,0,0.406,323.918,0.713,0.08173,176.113,1,4,0.277,folk
Love Selecta (feat Iffectz & Marwa),Alex,0.342908,0.407822,223.97342,0.092,0.24081,0.808,0.24081,0.194,0.610331,9,0.258,-7.364,0,0.325,210.617,1,0.24081,88.505,0.921835,3,0.553,folk
What If,Alex,0.342908,0.344872,263.75791,1,0.16117,1,0.16117,0.096,0.484893,4,0.4,-12.432,0,0.304,256.592,0.568,0.16117,104.775,0.93331,1,0,pop
Hao Lai Hao Qu,Alex Fong,0.342908,0.414579,87.64036,0.733,0.06865,0.733,0.06865,0,0.586608,7,0.359,-83.74416,-17.588,1,0.55,79.18,0.786,0.06865,142.48,1,1,country
Aurora (Rory's Cassette Jam Remix),Alex Gopher,0.342908,0.337921,142.70649,0.196,0.72406,1,0.22408,0.172,0.420616,5,0.758,-89.58776,-7.954,1,0.586,133.701,1,0.22408,120.227,1,3,country
